Verb,Full Sentence,SUBJ,OBJ,Q1: Has Object been hurt or weakened in some way?,Q2: Has Object been helped or supported in some way?,Q3: How do you think that the Object feels about the outcome?,Q4: Do you think that anyone values Object?,Q5: How Object Feels About Subject?,Q6: How do you/reader feel about the outcome?,Q7: How a Reader Feels About Object?,Q8: How a Reader Feels About Subject?,Q9: Has Subject been hurt or weakened in some way?,Q10: Has Subject been helped or supported in some way?,Q11: How do you think that the Subject feels about the outcome?,Q12: Do you think that anyone values Subject?,Q13: How Subject Feels About Object?,Q14: How do you think that the Writer feels about the outcome?,Q15: How the Writer Feels About Object?,Q16: How the Writer Feels About Subject?
flee,<span style='color:#0000CD'>capital</span> <u>fled</u> the <span style='color:#006400'>country</span>.,capital,country,1,-1,-0.5,1,0.5,0,0,0,-1,-1,0,1,0,0,0,0
flee,<span style='color:#0000CD'>capital</span> <u>fled</u> the <span style='color:#006400'>country</span>.,capital,country,-1,-1,0,1,0,0,0,0,-1,-1,0,-1,0,0,0,0
flee,<span style='color:#0000CD'>man</span> has <u>fled</u> the <span style='color:#006400'>place</span>.,man,place,1,-1,-1,1,-1,0,0,0,1,-1,1,1,-1,0,0,0
flee,<span style='color:#0000CD'>man</span> has <u>fled</u> the <span style='color:#006400'>place</span>.,man,place,-1,-1,0,-1,0,0,0,0,-1,1,-1,1,-1,0,0,0
flee,<span style='color:#0000CD'>man</span> has <u>fled</u> the <span style='color:#006400'>place</span>.,man,place,-1,-1,0,-1,0,-0.5,-1,0,-1,-1,-0.5,1,-1,-0.5,-1,0
flee,the <span style='color:#0000CD'>population</span> <u>fled</u> the <span style='color:#006400'>country</span>.,population,country,1,-1,0,-1,0,0,-0.5,0.5,1,-1,-0.5,1,-1,0,-0.5,0
flee,the <span style='color:#0000CD'>population</span> <u>fled</u> the <span style='color:#006400'>country</span>.,population,country,1,-1,0,1,0,0.5,0,0,-1,1,0.5,1,-0.5,0,-0.5,0
flee,the <span style='color:#0000CD'>enemy</span> <u>fled</u> <span style='color:#006400'>skelter</span>.,enemy,skelter,-1,-1,0,1,0,1,0.5,-1,1,-1,-1,-1,-0.5,1,0.5,-1
flee,the <span style='color:#0000CD'>enemy</span> <u>fled</u> <span style='color:#006400'>skelter</span>.,enemy,skelter,-1,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1
discuss,the <span style='color:#0000CD'>author</span> <u>discusses</u> the <span style='color:#006400'>story</span>.,author,story,-1,1,0,1,0,0.5,0,0,-1,-1,1,1,0,1,0,0
discuss,the <span style='color:#0000CD'>author</span> <u>discusses</u> the <span style='color:#006400'>story</span>.,author,story,1,1,-0.5,1,-0.5,-0.5,0,0,-1,1,0,1,-1,0,-0.5,-0.5
discuss,the <span style='color:#0000CD'>board</span> <u>discussed</u> the <span style='color:#006400'>idea</span>.,board,idea,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
discuss,the <span style='color:#0000CD'>board</span> <u>discussed</u> the <span style='color:#006400'>idea</span>.,board,idea,-1,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1
discuss,<span style='color:#0000CD'>chapter</span> <u>discusses</u> <span style='color:#006400'>culture</span>.,chapter,culture,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
discuss,<span style='color:#0000CD'>chapter</span> <u>discusses</u> <span style='color:#006400'>culture</span>.,chapter,culture,-1,1,0,1,0,0,0.5,0.5,-1,-1,0.5,1,0.5,0,0.5,0.5
discuss,<span style='color:#0000CD'>chapter</span> <u>discusses</u> <span style='color:#006400'>culture</span>.,chapter,culture,-1,-1,-0.5,1,-0.5,0,0.5,0.5,-1,-1,-0.5,1,-0.5,0,0.5,0.5
discuss,the <span style='color:#0000CD'>author</span> <u>discusses</u> every <span style='color:#006400'>aspect</span>.,author,aspect,-1,1,0,1,0,1,0.5,0.5,-1,-1,1,1,1,1,1,1
discuss,the <span style='color:#0000CD'>author</span> <u>discusses</u> every <span style='color:#006400'>aspect</span>.,author,aspect,-1,-1,0,1,0,0,0,0.5,-1,-1,0.5,1,0,0,0,0.5
discuss,the <span style='color:#0000CD'>author</span> <u>discusses</u> every <span style='color:#006400'>aspect</span>.,author,aspect,-1,-1,0,-1,0.5,0.5,0.5,0.5,-1,-1,1,1,0.5,0.5,0.5,0.5
discuss,the <span style='color:#0000CD'>author</span> <u>discusses</u> the <span style='color:#006400'>principle</span>.,author,principle,-1,-1,0,1,0,0,0.5,1,-1,-1,0.5,1,0.5,0,0,0.5
discuss,the <span style='color:#0000CD'>author</span> <u>discusses</u> the <span style='color:#006400'>principle</span>.,author,principle,-1,-1,0,-1,0,0,0,0,-1,-1,0.5,-1,0.5,0.5,0.5,0.5
discuss,the <span style='color:#0000CD'>court</span> <u>discussed</u> the <span style='color:#006400'>situation</span>.,court,situation,-1,1,0,1,0.5,0.5,0.5,0.5,-1,1,0,1,0.5,0.5,0.5,0.5
discuss,the <span style='color:#0000CD'>court</span> <u>discussed</u> the <span style='color:#006400'>situation</span>.,court,situation,-1,1,0,1,0,0,0,0.5,-1,-1,0,1,0,0,0,0.5
discuss,the <span style='color:#0000CD'>court</span> <u>discussed</u> the <span style='color:#006400'>situation</span>.,court,situation,-1,1,-0.5,1,0,0,0,0,-1,1,-0.5,1,0,0,0,0
possess,her <span style='color:#0000CD'>friend</span> <u>possessed</u> the <span style='color:#006400'>power</span>.,friend,power,-1,-1,0,1,0,0,0.5,0.5,-1,-1,0.5,1,0.5,0,0,0.5
possess,<span style='color:#0000CD'>power</span> <u>possess</u> the <span style='color:#006400'>family</span>.,power,family,-1,1,1,1,1,0.5,0.5,0.5,-1,-1,0,1,0,0.5,1,1
possess,<span style='color:#0000CD'>power</span> <u>possess</u> the <span style='color:#006400'>family</span>.,power,family,1,-1,1,1,1,-1,1,-1,-1,-1,0,-1,0,-1,1,-1
possess,<span style='color:#0000CD'>power</span> <u>possess</u> the <span style='color:#006400'>family</span>.,power,family,1,-1,-0.5,1,-0.5,-0.5,-0.5,-0.5,-1,-1,0,-1,0,0,0,0
possess,the <span style='color:#0000CD'>nurse</span> <u>possess</u> <span style='color:#006400'>knowledge</span>.,nurse,knowledge,-1,-1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1
possess,the <span style='color:#0000CD'>nurse</span> <u>possess</u> <span style='color:#006400'>knowledge</span>.,nurse,knowledge,-1,-1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1
possess,the <span style='color:#0000CD'>nurse</span> <u>possess</u> <span style='color:#006400'>knowledge</span>.,nurse,knowledge,-1,-1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1
possess,the <span style='color:#0000CD'>learner</span> <u>possesses</u> a <span style='color:#006400'>capacity</span>.,learner,capacity,-1,-1,0,1,0,0,0,0,-1,1,0,1,0,0,0,0
possess,the <span style='color:#0000CD'>learner</span> <u>possesses</u> a <span style='color:#006400'>capacity</span>.,learner,capacity,-1,-1,0,-1,0,0,0,0,-1,1,0,1,0,0,0,0
possess,the <span style='color:#0000CD'>artist</span> will <u>possess</u> <span style='color:#006400'>something</span>.,artist,something,-1,-1,0,1,0,1,0,1,-1,-1,1,-1,1,1,0,1
possess,the <span style='color:#0000CD'>artist</span> will <u>possess</u> <span style='color:#006400'>something</span>.,artist,something,-1,-1,0,-1,0,0.5,0,0.5,-1,-1,1,1,0.5,0.5,0,0.5
possess,the <span style='color:#0000CD'>emperor</span> <u>possessed</u> a <span style='color:#006400'>horse</span>.,emperor,horse,1,-1,-1,1,-1,-1,0,0,-1,-1,0,1,-1,-1,0.5,0
possess,the <span style='color:#0000CD'>emperor</span> <u>possessed</u> a <span style='color:#006400'>horse</span>.,emperor,horse,-1,-1,0,1,0,0,0,0,-1,-1,0.5,-1,0.5,0,0,0
possess,the <span style='color:#0000CD'>emperor</span> <u>possessed</u> a <span style='color:#006400'>horse</span>.,emperor,horse,-1,1,0.5,1,1,0.5,1,0.5,-1,-1,1,1,1,0,0,0
possess,her <span style='color:#0000CD'>father</span> <u>possessed</u> a <span style='color:#006400'>income</span>.,father,income,-1,-1,0,1,0,0.5,0,0,-1,-1,1,1,1,0,0,0
assess,the <span style='color:#0000CD'>nurse</span> <u>assesses</u> the <span style='color:#006400'>effectiveness</span>.,nurse,effectiveness,-1,-1,0,-1,0,0.5,0,0.5,-1,1,0.5,1,0.5,0,0,0
assess,the <span style='color:#0000CD'>nurse</span> <u>assesses</u> the <span style='color:#006400'>effectiveness</span>.,nurse,effectiveness,-1,-1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1
assess,the <span style='color:#0000CD'>nurse</span> <u>assesses</u> the <span style='color:#006400'>effectiveness</span>.,nurse,effectiveness,-1,-1,0,1,0,0.5,0.5,0.5,-1,-1,0.5,1,0.5,0.5,0.5,0.5
assess,the <span style='color:#0000CD'>nurse</span> <u>assessed</u> the <span style='color:#006400'>patient</span>.,nurse,patient,-1,1,0.5,1,0.5,0.5,1,1,-1,-1,0.5,1,0.5,0.5,1,1
assess,the <span style='color:#0000CD'>nurse</span> <u>assessed</u> the <span style='color:#006400'>patient</span>.,nurse,patient,-1,1,1,1,1,0.5,0,1,-1,-1,0,1,0,0,0,0
assess,the <span style='color:#0000CD'>author</span> <u>assesses</u> the <span style='color:#006400'>influence</span>.,author,influence,-1,-1,0,-1,0,0,0,0,-1,1,0,1,0.5,0,0,0
assess,the <span style='color:#0000CD'>author</span> <u>assesses</u> the <span style='color:#006400'>influence</span>.,author,influence,-1,-1,0,1,0,0,0,0,-1,-1,0.5,1,0.5,0,0,0
assess,the <span style='color:#0000CD'>team</span> <u>assesses</u> the <span style='color:#006400'>extent</span>.,team,extent,-1,1,-0.5,1,0,0.5,0,-0.5,1,1,0,1,0,0.5,-0.5,0.5
assess,the <span style='color:#0000CD'>nurse</span> <u>assessed</u> the <span style='color:#006400'>client</span>.,nurse,client,-1,1,1,1,1,1,0.5,1,-1,-1,0.5,1,0.5,1,0.5,0.5
assess,the <span style='color:#0000CD'>nurse</span> <u>assessed</u> the <span style='color:#006400'>client</span>.,nurse,client,-1,1,0.5,1,0,0,0,0.5,1,1,0.5,1,0,0,0.5,0.5
assess,the <span style='color:#0000CD'>nurse</span> <u>assesses</u> <span style='color:#006400'>him</span>.,nurse,him,-1,1,-0.5,1,-0.5,0,0,0,-1,-1,0,1,0,0,0,0
assess,the <span style='color:#0000CD'>nurse</span> <u>assesses</u> <span style='color:#006400'>him</span>.,nurse,him,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
assess,the <span style='color:#0000CD'>nurse</span> <u>assesses</u> <span style='color:#006400'>him</span>.,nurse,him,-1,1,0,1,0.5,0,0.5,0.5,-1,-1,0,1,0,0,0.5,0.5
assess,the <span style='color:#0000CD'>nurse</span> <u>assesses</u> <span style='color:#006400'>condition</span>.,nurse,condition,-1,1,0,-1,0,0,0,0,-1,-1,0.5,1,-0.5,0,0,0
assess,the <span style='color:#0000CD'>nurse</span> <u>assesses</u> <span style='color:#006400'>condition</span>.,nurse,condition,-1,-1,0,-1,0,0,-0.5,0.5,-1,-1,0,1,0,0,0,0
execute,the <span style='color:#0000CD'>plaintiff</span> <u>executed</u> the <span style='color:#006400'>order</span>.,plaintiff,order,-1,1,0,1,0,0,0,0,-1,1,0.5,1,0.5,0,0,0
execute,the <span style='color:#0000CD'>plaintiff</span> <u>executed</u> the <span style='color:#006400'>order</span>.,plaintiff,order,-1,1,0,1,0,0,0,0,-1,-1,0.5,-1,0.5,0,0,0
execute,a <span style='color:#0000CD'>user</span> <u>executes</u> a <span style='color:#006400'>procedure</span>.,user,procedure,-1,-1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1
execute,a <span style='color:#0000CD'>user</span> <u>executes</u> a <span style='color:#006400'>procedure</span>.,user,procedure,-1,1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
execute,the <span style='color:#0000CD'>government</span> <u>executed</u> <span style='color:#006400'>him</span>.,government,him,1,-1,-0.5,1,0,0,0.5,0.5,1,-1,0.5,1,-0.5,0.5,0,0
execute,the <span style='color:#0000CD'>government</span> <u>executed</u> <span style='color:#006400'>him</span>.,government,him,1,-1,-1,1,-1,-1,1,-0.5,1,-1,1,1,-1,-0.5,-0.5,0.5
execute,the <span style='color:#0000CD'>government</span> <u>executed</u> <span style='color:#006400'>him</span>.,government,him,1,-1,-1,1,-1,-1,0.5,-0.5,-1,1,1,1,-1,-1,0.5,-0.5
execute,the <span style='color:#0000CD'>decedent</span> <u>executed</u> a <span style='color:#006400'>deed</span>.,decedent,deed,-1,1,0,1,0,0.5,0.5,0.5,-1,-1,0.5,1,0,0.5,0.5,0.5
execute,the <span style='color:#0000CD'>decedent</span> <u>executed</u> a <span style='color:#006400'>deed</span>.,decedent,deed,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0.5,0,0,0
execute,the <span style='color:#0000CD'>decedent</span> <u>executed</u> a <span style='color:#006400'>deed</span>.,decedent,deed,1,-1,0,1,0,-1,0.5,0,1,-1,-1,1,-0.5,-0.5,-0.5,-0.5
execute,the <span style='color:#0000CD'>purchaser</span> <u>executes</u> a <span style='color:#006400'>mortgage</span>.,purchaser,mortgage,-1,-1,0,1,0,0,0,0.5,-1,-1,1,1,1,0,0,0
execute,the <span style='color:#0000CD'>purchaser</span> <u>executes</u> a <span style='color:#006400'>mortgage</span>.,purchaser,mortgage,-1,-1,0,1,0,0,0,0,-1,-1,0,1,0,0,0,0
execute,the <span style='color:#0000CD'>defendant</span> <u>executed</u> a <span style='color:#006400'>mortgage</span>.,defendant,mortgage,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
execute,the <span style='color:#0000CD'>defendant</span> <u>executed</u> a <span style='color:#006400'>mortgage</span>.,defendant,mortgage,1,-1,0,1,0,-0.5,0,0,-1,-1,-0.5,1,-0.5,-0.5,0,0
execute,the <span style='color:#0000CD'>defendant</span> <u>executed</u> a <span style='color:#006400'>mortgage</span>.,defendant,mortgage,-1,-1,0,1,0,0.5,0,0.5,-1,-1,0.5,1,0.5,0,0,0
name,her <span style='color:#0000CD'>mother</span> <u>named</u> <span style='color:#006400'>her</span>.,mother,her,-1,-1,0,1,1,0,0.5,0.5,-1,-1,0.5,1,1,0,0.5,0.5
name,her <span style='color:#0000CD'>mother</span> <u>named</u> <span style='color:#006400'>her</span>.,mother,her,-1,1,1,1,0.5,0,0,0.5,-1,1,0.5,1,0,0,0,0.5
name,her <span style='color:#0000CD'>mother</span> <u>named</u> <span style='color:#006400'>her</span>.,mother,her,-1,1,-0.5,1,-0.5,-0.5,0,-0.5,1,1,-0.5,-1,-0.5,-0.5,-0.5,0.5
name,<span style='color:#0000CD'>child</span> will <u>name</u> the <span style='color:#006400'>object</span>.,child,object,-1,-1,0,1,0,0,0,0.5,-1,-1,0,1,0.5,0,0,0.5
name,<span style='color:#0000CD'>child</span> will <u>name</u> the <span style='color:#006400'>object</span>.,child,object,-1,1,0,1,0,0.5,0.5,0.5,-1,-1,0.5,1,1,0.5,0.5,0.5
name,<span style='color:#0000CD'>child</span> will <u>name</u> the <span style='color:#006400'>object</span>.,child,object,-1,-1,0,1,0,0.5,0,1,-1,-1,1,1,1,0.5,0,0.5
name,a <span style='color:#0000CD'>poet</span> <u>named</u> <span style='color:#006400'>him</span>.,poet,him,-1,1,-1,1,-0.5,-0.5,0,0,-1,1,0,1,-1,0.5,-0.5,0.5
name,a <span style='color:#0000CD'>poet</span> <u>named</u> <span style='color:#006400'>him</span>.,poet,him,-1,1,0.5,1,0.5,0.5,0.5,1,-1,-1,1,1,1,0.5,0.5,0.5
name,a <span style='color:#0000CD'>poet</span> <u>named</u> <span style='color:#006400'>him</span>.,poet,him,-1,-1,0.5,1,0.5,0.5,0,0,-1,1,1,1,1,0.5,0.5,0.5
name,the <span style='color:#0000CD'>governor</span> <u>named</u> a <span style='color:#006400'>commission</span>.,governor,commission,-1,1,0,1,1,0,0.5,0.5,-1,-1,0.5,1,1,0,0.5,0.5
name,the <span style='color:#0000CD'>governor</span> <u>named</u> a <span style='color:#006400'>commission</span>.,governor,commission,-1,-1,0,1,0.5,0,0,0.5,-1,1,0.5,1,0.5,0.5,0.5,0.5
name,the <span style='color:#0000CD'>governor</span> <u>named</u> a <span style='color:#006400'>commission</span>.,governor,commission,-1,-1,0,1,0,0.5,0.5,0.5,-1,-1,0.5,1,0.5,0.5,0.5,0.5
name,the <span style='color:#0000CD'>man</span> <u>named</u> a <span style='color:#006400'>sum</span>.,man,sum,-1,-1,0,-1,0,0,0,0,-1,-1,0.5,1,1,0,0,0
name,the <span style='color:#0000CD'>man</span> <u>named</u> a <span style='color:#006400'>sum</span>.,man,sum,-1,-1,0,1,0,0,0,0,-1,-1,0.5,1,1,0,0,0
name,the <span style='color:#0000CD'>man</span> <u>named</u> a <span style='color:#006400'>figure</span>.,man,figure,-1,1,1,1,1,0.5,0.5,0.5,-1,1,1,1,1,0,0,0
stabilize,the <span style='color:#0000CD'>examiner</span> <u>stabilizes</u> the <span style='color:#006400'>scapula</span>.,examiner,scapula,-1,-1,0,-1,0,0,0,0,-1,-1,0,1,0,0,0,0
stabilize,the <span style='color:#0000CD'>examiner</span> <u>stabilizes</u> the <span style='color:#006400'>scapula</span>.,examiner,scapula,-1,1,0,1,0,0,0,0,-1,-1,1,1,1,1,1,1
stabilize,the <span style='color:#0000CD'>examiner</span> <u>stabilizes</u> the <span style='color:#006400'>scapula</span>.,examiner,scapula,-1,1,0,1,0,0,0,0.5,-1,-1,0,1,0,0,0,0.5
stabilize,the <span style='color:#0000CD'>therapist</span> <u>stabilizes</u> the <span style='color:#006400'>wrist</span>.,therapist,wrist,-1,1,1,1,1,1,1,0.5,-1,1,1,1,1,0,0,0
stabilize,the <span style='color:#0000CD'>therapist</span> <u>stabilizes</u> the <span style='color:#006400'>wrist</span>.,therapist,wrist,1,1,0,1,0.5,1,0.5,0.5,-1,-1,1,1,0,1,0.5,0.5
stabilize,the <span style='color:#0000CD'>examiner</span> <u>stabilizes</u> the <span style='color:#006400'>joint</span>.,examiner,joint,-1,1,0,-1,0,1,1,1,-1,-1,1,1,1,0.5,0.5,0.5
stabilize,the <span style='color:#0000CD'>examiner</span> <u>stabilizes</u> the <span style='color:#006400'>wrist</span>.,examiner,wrist,-1,1,0,1,0,1,1,1,-1,-1,1,1,1,1,1,1
stabilize,the <span style='color:#0000CD'>examiner</span> <u>stabilizes</u> the <span style='color:#006400'>wrist</span>.,examiner,wrist,1,1,0,1,0,0,0,0.5,-1,-1,0.5,1,0,0.5,0,0.5
stabilize,the <span style='color:#0000CD'>examiner</span> <u>stabilizes</u> the <span style='color:#006400'>forearm</span>.,examiner,forearm,1,-1,0,1,0,0.5,0.5,-0.5,1,-1,0,-1,0,-0.5,0,0.5
stabilize,the <span style='color:#0000CD'>examiner</span> <u>stabilizes</u> the <span style='color:#006400'>forearm</span>.,examiner,forearm,1,1,0.5,-1,0.5,0.5,0.5,0,-1,1,0,1,0.5,1,0,0
stabilize,the <span style='color:#0000CD'>examiner</span> <u>stabilizes</u> the <span style='color:#006400'>forearm</span>.,examiner,forearm,-1,1,0,1,0,0.5,0.5,0.5,-1,-1,0.5,1,0.5,0.5,0,0.5
stabilize,the <span style='color:#0000CD'>examiner</span> <u>stabilizes</u> the <span style='color:#006400'>femur</span>.,examiner,femur,1,1,0,1,0,0.5,0.5,0.5,-1,1,0.5,1,0.5,0.5,0.5,0.5
stabilize,the <span style='color:#0000CD'>examiner</span> <u>stabilizes</u> the <span style='color:#006400'>femur</span>.,examiner,femur,-1,1,0,1,0,0.5,0.5,0.5,-1,-1,0.5,1,0.5,0.5,0.5,0.5
stabilize,the <span style='color:#0000CD'>examiner</span> <u>stabilizes</u> the <span style='color:#006400'>femur</span>.,examiner,femur,-1,1,0,1,0,0.5,0,0.5,-1,-1,0,1,0.5,0.5,0,0.5
stabilize,the <span style='color:#0000CD'>clinician</span> <u>stabilizes</u> the <span style='color:#006400'>head</span>.,clinician,head,-1,-1,0,-1,0,0,0,0,-1,-1,0,-1,0,0,0,0
wash,the <span style='color:#0000CD'>nurse</span> will <u>wash</u> the <span style='color:#006400'>area</span>.,nurse,area,-1,-1,0,1,0,0,1,0.5,-1,1,0.5,1,0.5,0,1,0.5
wash,the <span style='color:#0000CD'>nurse</span> will <u>wash</u> the <span style='color:#006400'>area</span>.,nurse,area,-1,-1,0,-1,0,0,0,1,-1,-1,0,1,0,0,0,1
wash,the <span style='color:#0000CD'>nurse</span> will <u>wash</u> the <span style='color:#006400'>area</span>.,nurse,area,-1,1,0,-1,0,0,0,0.5,-1,-1,0.5,1,0,0,0,0.5
wash,the <span style='color:#0000CD'>mother</span> <u>washed</u> <span style='color:#006400'>linen</span>.,mother,linen,-1,-1,0,1,0,0.5,0.5,1,-1,-1,0,1,0,0.5,0.5,0.5
wash,the <span style='color:#0000CD'>mother</span> <u>washed</u> <span style='color:#006400'>linen</span>.,mother,linen,-1,1,0,1,0,1,0,1,-1,-1,1,-1,1,1,0,1
wash,the <span style='color:#0000CD'>mother</span> <u>washed</u> <span style='color:#006400'>linen</span>.,mother,linen,-1,1,0,1,0,1,1,1,-1,1,1,1,1,1,1,1
wash,the <span style='color:#0000CD'>mother</span> <u>wash</u> the <span style='color:#006400'>blood</span>.,mother,blood,-1,-1,0,-1,0,0,-0.5,0.5,-1,-1,0.5,1,0,0,-0.5,0.5
wash,the <span style='color:#0000CD'>mother</span> <u>wash</u> the <span style='color:#006400'>blood</span>.,mother,blood,-1,-1,0,1,0,0,-0.5,0,-1,-1,0,1,-1,0,-0.5,0
wash,the <span style='color:#0000CD'>mother</span> <u>wash</u> the <span style='color:#006400'>blood</span>.,mother,blood,-1,-1,0,-1,0,-0.5,-0.5,-0.5,1,-1,-1,-1,-1,-0.5,-0.5,-0.5
wash,the <span style='color:#0000CD'>bride</span> <u>washes</u> her <span style='color:#006400'>mouth</span>.,bride,mouth,-1,-1,0,1,0,0.5,-0.5,0.5,-1,1,1,1,1,0.5,-0.5,0.5
wash,the <span style='color:#0000CD'>bride</span> <u>washes</u> her <span style='color:#006400'>mouth</span>.,bride,mouth,-1,-1,0,1,0,0.5,0.5,0.5,-1,-1,1,1,0.5,0.5,0,0.5
wash,the <span style='color:#0000CD'>mother</span> <u>washed</u> the <span style='color:#006400'>child</span>.,mother,child,-1,1,0,1,0,0,1,1,-1,-1,0.5,1,0.5,0,0,0
wash,the <span style='color:#0000CD'>mother</span> <u>washed</u> the <span style='color:#006400'>child</span>.,mother,child,-1,-1,1,1,1,1,1,1,-1,-1,1,1,1,0.5,0.5,0.5
wash,the <span style='color:#0000CD'>mother</span> <u>washed</u> the <span style='color:#006400'>child</span>.,mother,child,-1,1,0.5,1,1,0,1,1,-1,-1,0.5,1,1,0,1,1
wash,the <span style='color:#0000CD'>mother</span> <u>washes</u> her <span style='color:#006400'>skin</span>.,mother,skin,-1,1,0,1,0,0,0,0,-1,1,0.5,1,1,0,0,0
drop,a <span style='color:#0000CD'>gentleman</span> <u>dropped</u> a <span style='color:#006400'>piece</span>.,gentleman,piece,-1,-1,0,-1,0,-0.5,0,0.5,1,-1,-1,1,0.5,-0.5,0,0.5
drop,a <span style='color:#0000CD'>gentleman</span> <u>dropped</u> a <span style='color:#006400'>piece</span>.,gentleman,piece,1,-1,0,1,0,-0.5,0.5,1,1,-1,-1,1,0.5,-0.5,0.5,0.5
drop,the <span style='color:#0000CD'>woman</span> <u>dropped</u> her <span style='color:#006400'>hand</span>.,woman,hand,-1,-1,-1,-1,0,-1,-1,1,-1,1,-1,1,1,-1,-1,1
drop,the <span style='color:#0000CD'>woman</span> <u>dropped</u> her <span style='color:#006400'>hand</span>.,woman,hand,-1,-1,0,-1,0,0,0,0,-1,-1,-0.5,-1,0,0,0,0
drop,a <span style='color:#0000CD'>woman</span> <u>drops</u> a <span style='color:#006400'>bottle</span>.,woman,bottle,1,-1,0,-1,0,-1,0,0,-1,-1,-1,-1,0,-0.5,0,0
drop,a <span style='color:#0000CD'>woman</span> <u>drops</u> a <span style='color:#006400'>bottle</span>.,woman,bottle,1,-1,0,-1,0,-1,0,1,1,-1,-1,1,1,-0.5,0,0.5
drop,the <span style='color:#0000CD'>girl</span> <u>dropped</u> <span style='color:#006400'>them</span>.,girl,them,1,-1,0,1,0,-1,0,0,-1,-1,-1,1,-1,-1,0,0
drop,the <span style='color:#0000CD'>girl</span> <u>dropped</u> <span style='color:#006400'>them</span>.,girl,them,-1,-1,0,-1,0,-0.5,0,0,-1,-1,-0.5,1,-0.5,-0.5,0,0
drop,a <span style='color:#0000CD'>baby</span> <u>drops</u> a <span style='color:#006400'>cube</span>.,baby,cube,1,-1,0,-1,0,0,0,0.5,-1,-1,0,1,0.5,0,0,0.5
drop,a <span style='color:#0000CD'>baby</span> <u>drops</u> a <span style='color:#006400'>cube</span>.,baby,cube,1,-1,0,1,0,0,0,1,1,-1,-1,1,0.5,0,0,1
drop,the <span style='color:#0000CD'>police</span> <u>dropped</u> the <span style='color:#006400'>charge</span>.,police,charge,-1,-1,0,1,0,0.5,-0.5,0,-1,-1,0,1,-0.5,0.5,-0.5,0
drop,the <span style='color:#0000CD'>police</span> <u>dropped</u> the <span style='color:#006400'>charge</span>.,police,charge,-1,1,0,1,0,0.5,-0.5,0.5,-1,-1,0,1,0,0.5,-0.5,0.5
drop,the <span style='color:#0000CD'>police</span> <u>dropped</u> the <span style='color:#006400'>charge</span>.,police,charge,-1,1,0,1,0,0.5,-0.5,0.5,1,-1,-0.5,1,-1,0.5,-0.5,0.5
drop,a <span style='color:#0000CD'>man</span> <u>drop</u> a <span style='color:#006400'>letter</span>.,man,letter,-1,-1,0,1,0,0,0.5,0.5,1,-1,-0.5,1,0.5,0,0.5,0.5
drop,a <span style='color:#0000CD'>man</span> <u>drop</u> a <span style='color:#006400'>letter</span>.,man,letter,-1,-1,0,1,0,-1,1,1,1,-1,-1,1,-0.5,-0.5,1,1
bless,the <span style='color:#0000CD'>daughter</span> <u>bless</u> <span style='color:#006400'>her</span>.,daughter,her,-1,1,1,1,1,1,1,0.5,-1,-1,1,1,1,1,0.5,0.5
bless,the <span style='color:#0000CD'>daughter</span> <u>bless</u> <span style='color:#006400'>her</span>.,daughter,her,-1,1,1,1,1,1,1,1,-1,1,1,1,1,1,1,1
bless,the <span style='color:#0000CD'>daughter</span> <u>bless</u> <span style='color:#006400'>her</span>.,daughter,her,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1
bless,<span style='color:#0000CD'>nature</span> has <u>blessed</u> the <span style='color:#006400'>country</span>.,nature,country,-1,1,1,1,1,1,1,1,-1,-1,1,1,1,1,1,1
bless,<span style='color:#0000CD'>nature</span> has <u>blessed</u> the <span style='color:#006400'>country</span>.,nature,country,-1,1,0,1,0,1,1,1,-1,-1,0,1,0,1,1,1
bless,<span style='color:#0000CD'>nature</span> has <u>blessed</u> the <span style='color:#006400'>country</span>.,nature,country,-1,1,0.5,1,1,0.5,0.5,1,-1,1,0,1,0.5,1,0.5,1
bless,the <span style='color:#0000CD'>abbot</span> <u>blessed</u> <span style='color:#006400'>him</span>.,abbot,him,-1,1,1,1,1,0,0.5,0.5,-1,-1,1,1,0.5,0.5,0.5,0.5
bless,the <span style='color:#0000CD'>abbot</span> <u>blessed</u> <span style='color:#006400'>him</span>.,abbot,him,-1,1,1,1,1,1,0.5,1,-1,-1,1,1,1,1,1,1
bless,the <span style='color:#0000CD'>rabbi</span> <u>blessed</u> <span style='color:#006400'>him</span>.,rabbi,him,-1,1,0.5,1,1,0.5,1,0.5,-1,1,1,1,0,1,0.5,1
